samp_date,field_pt_name,parameter,parameter_name,parvq,value,units,wwtp
6/22/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.1,NG/L,Ojai Valley WWTP
6/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,61,NG/L,Ojai Valley WWTP
6/22/2021,influent,PFPA,Perfluoropentanoic acid,=,1.9,NG/L,Ojai Valley WWTP
1/21/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,110,NG/L,Oxnard WWTP
1/21/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,260,NG/L,Oxnard WWTP
1/21/2021,effluent,PFHxDA,Perfluorohexadecanoic acid,=,26,NG/L,Oxnard WWTP
1/21/2021,influent,PFHxDA,Perfluorohexadecanoic acid,=,12,NG/L,Oxnard WWTP
1/21/2021,effluent,PFOA,Perfluorooctanoic acid,=,33,NG/L,Oxnard WWTP
1/21/2021,influent,PFOA,Perfluorooctanoic acid,=,17,NG/L,Oxnard WWTP
1/21/2021,effluent,PFPA,Perfluoropentanoic acid,=,6,NG/L,Oxnard WWTP
1/21/2021,influent,PFPA,Perfluoropentanoic acid,=,170,NG/L,Oxnard WWTP
4/21/2021,influent,PFPA,Perfluoropentanoic acid,=,61,NG/L,Oxnard WWTP
7/13/2021,effluent,PFBA,Perfluorobutyric acid,=,19,NG/L,Oxnard WWTP
7/13/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,57,NG/L,Oxnard WWTP
7/13/2021,influent,PFHpA,Perfluoroheptanoic acid,=,7.9,NG/L,Oxnard WWTP
7/13/2021,effluent,PFHxDA,Perfluorohexadecanoic acid,=,16,NG/L,Oxnard WWTP
7/13/2021,influent,PFHxDA,Perfluorohexadecanoic acid,=,11,NG/L,Oxnard WWTP
7/13/2021,influent,PFOA,Perfluorooctanoic acid,=,6.1,NG/L,Oxnard WWTP
7/13/2021,effluent,PFOA,Perfluorooctanoic acid,=,21,NG/L,Oxnard WWTP
7/13/2021,effluent,PFPA,Perfluoropentanoic acid,=,6.4,NG/L,Oxnard WWTP
7/13/2021,influent,PFPA,Perfluoropentanoic acid,=,210,NG/L,Oxnard WWTP
11/24/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.02,NG/L,Palmdale Water Reclamation Plant
11/24/2020,effluent,PFBA,Perfluorobutyric acid,=,2.94,NG/L,Palmdale Water Reclamation Plant
11/24/2020,influent,PFHxA,Perfluorohexanoic acid,=,4.27,NG/L,Palmdale Water Reclamation Plant
11/24/2020,effluent,PFHxA,Perfluorohexanoic acid,=,19.1,NG/L,Palmdale Water Reclamation Plant
11/24/2020,effluent,PFOA,Perfluorooctanoic acid,=,8.18,NG/L,Palmdale Water Reclamation Plant
11/24/2020,influent,PFPA,Perfluoropentanoic acid,=,2.24,NG/L,Palmdale Water Reclamation Plant
11/24/2020,effluent,PFPA,Perfluoropentanoic acid,=,9.16,NG/L,Palmdale Water Reclamation Plant
2/23/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,2.18,NG/L,Palmdale Water Reclamation Plant
2/23/2021,effluent,PFBA,Perfluorobutyric acid,=,2.33,NG/L,Palmdale Water Reclamation Plant
2/23/2021,effluent,PFHxA,Perfluorohexanoic acid,=,20.4,NG/L,Palmdale Water Reclamation Plant
2/23/2021,effluent,PFOA,Perfluorooctanoic acid,=,4.75,NG/L,Palmdale Water Reclamation Plant
2/23/2021,effluent,PFPA,Perfluoropentanoic acid,=,7.89,NG/L,Palmdale Water Reclamation Plant
2/23/2021,influent,PFHxA,Perfluorohexanoic acid,=,4.49,NG/L,Palmdale Water Reclamation Plant
5/25/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,3.05,NG/L,Palmdale Water Reclamation Plant
5/25/2021,effluent,PFHxA,Perfluorohexanoic acid,=,17.7,NG/L,Palmdale Water Reclamation Plant
5/25/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.12,NG/L,Palmdale Water Reclamation Plant
5/25/2021,effluent,PFOA,Perfluorooctanoic acid,=,5.75,NG/L,Palmdale Water Reclamation Plant
5/25/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2.03,NG/L,Palmdale Water Reclamation Plant
5/25/2021,influent,PFPA,Perfluoropentanoic acid,=,3.7,NG/L,Palmdale Water Reclamation Plant
5/25/2021,effluent,PFPA,Perfluoropentanoic acid,=,7.78,NG/L,Palmdale Water Reclamation Plant
9/8/2021,effluent,PFBA,Perfluorobutyric acid,=,3.05,NG/L,Palmdale Water Reclamation Plant
9/8/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.5,NG/L,Palmdale Water Reclamation Plant
9/8/2021,effluent,PFHxA,Perfluorohexanoic acid,=,18.9,NG/L,Palmdale Water Reclamation Plant
9/8/2021,effluent,PFOA,Perfluorooctanoic acid,=,7.31,NG/L,Palmdale Water Reclamation Plant
9/8/2021,influent,PFPA,Perfluoropentanoic acid,=,4.57,NG/L,Palmdale Water Reclamation Plant
9/8/2021,effluent,PFPA,Perfluoropentanoic acid,=,13.9,NG/L,Palmdale Water Reclamation Plant
12/17/2020,effluent,PFHxA,Perfluorohexanoic acid,=,11.9,NG/L,Palm Springs WWTF
12/17/2020,effluent,PFPA,Perfluoropentanoic acid,=,13.9,NG/L,Palm Springs WWTF
3/17/2021,effluent,PFHxA,Perfluorohexanoic acid,=,14.4,NG/L,Palm Springs WWTF
3/17/2021,effluent,PFOA,Perfluorooctanoic acid,=,4.88,NG/L,Palm Springs WWTF
3/17/2021,effluent,PFPA,Perfluoropentanoic acid,=,12.5,NG/L,Palm Springs WWTF
3/17/2021,influent,NETFOSAA,N-Ethyl perfluorooctane sulfonamidoacetic acid,=,25.6,NG/L,Palm Springs WWTF
3/17/2021,influent,PFHxA,Perfluorohexanoic acid,=,6.18,NG/L,Palm Springs WWTF
3/17/2021,influent,PFPES,Perfluoropentane sulfonoic acid,=,98.5,NG/L,Palm Springs WWTF
6/10/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,6.86,NG/L,Palm Springs WWTF
6/10/2021,effluent,PFBA,Perfluorobutyric acid,=,6.5,NG/L,Palm Springs WWTF
6/10/2021,effluent,PFHxA,Perfluorohexanoic acid,=,12.9,NG/L,Palm Springs WWTF
6/10/2021,influent,PFHxA,Perfluorohexanoic acid,=,5.76,NG/L,Palm Springs WWTF
6/10/2021,effluent,PFOA,Perfluorooctanoic acid,=,5.33,NG/L,Palm Springs WWTF
6/10/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,6.38,NG/L,Palm Springs WWTF
6/10/2021,effluent,PFPA,Perfluoropentanoic acid,=,13.7,NG/L,Palm Springs WWTF
7/30/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,5.13,NG/L,Palm Springs WWTF
7/30/2021,effluent,PFBA,Perfluorobutyric acid,=,4.44,NG/L,Palm Springs WWTF
7/30/2021,effluent,PFHxA,Perfluorohexanoic acid,=,12.8,NG/L,Palm Springs WWTF
7/30/2021,effluent,PFOA,Perfluorooctanoic acid,=,5.28,NG/L,Palm Springs WWTF
7/30/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,10.8,NG/L,Palm Springs WWTF
7/30/2021,effluent,PFPA,Perfluoropentanoic acid,=,17.5,NG/L,Palm Springs WWTF
10/5/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,6.05,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,PFBA,Perfluorobutyric acid,=,6.84,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,influent,PFHxA,Perfluorohexanoic acid,=,6.36,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,PFHxA,Perfluorohexanoic acid,=,20.5,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,4.93,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,PFHxS,Perfluorohexanesulfonic acid,=,10.9,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,PFOA,Perfluorooctanoic acid,=,8.31,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,FOSA,Perfluorooctane sulfonamide,=,9.94,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,8.18,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,28.5,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,influent,PFPA,Perfluoropentanoic acid,=,4.5,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,effluent,PFPA,Perfluoropentanoic acid,=,15,NG/L,Terminal Island Water Reclamation Plant
10/5/2020,influent,PFPES,Perfluoropentane sulfonoic acid,=,9.17,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,24.2,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,29.7,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,8:2FTS,8:2 Fluorotelomer sulfonic acid,=,10.7,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,14,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,10.4,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFBA,Perfluorobutyric acid,=,17.4,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFBA,Perfluorobutyric acid,=,7.04,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFHxA,Perfluorohexanoic acid,=,23.5,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFHxA,Perfluorohexanoic acid,=,36.9,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.81,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFHpA,Perfluoroheptanoic acid,=,6.22,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,27.8,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,36.2,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFOA,Perfluorooctanoic acid,=,7.51,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFOA,Perfluorooctanoic acid,=,13.6,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,6.08,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,74.3,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,90.5,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,effluent,PFPA,Perfluoropentanoic acid,=,29.8,NG/L,Terminal Island Water Reclamation Plant
2/2/2021,influent,PFPA,Perfluoropentanoic acid,=,13.3,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,4.76,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,12.2,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,14.3,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,influent,PFHxA,Perfluorohexanoic acid,=,7.67,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFHxA,Perfluorohexanoic acid,=,35.9,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,7.52,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,9.38,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,27.1,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFOA,Perfluorooctanoic acid,=,15.2,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,4.75,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,54.7,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,27.5,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,influent,PFPA,Perfluoropentanoic acid,=,5.91,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFPA,Perfluoropentanoic acid,=,27.2,NG/L,Terminal Island Water Reclamation Plant
4/4/2021,effluent,PFPES,Perfluoropentane sulfonoic acid,=,5.13,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,38.2,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,190,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,8:2FTS,8:2 Fluorotelomer sulfonic acid,=,120,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,31.4,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,18.3,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFBA,Perfluorobutyric acid,=,5.07,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFBA,Perfluorobutyric acid,=,18.9,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFHxA,Perfluorohexanoic acid,=,58.5,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFHxA,Perfluorohexanoic acid,=,18.6,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,19.4,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFHpA,Perfluoroheptanoic acid,=,6.01,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFHpS,Perfluoroheptanesulfonic acid,=,28.3,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFHxS,Perfluorohexanesulfonic acid,=,53.9,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,152,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFNA,Perfluorononanoic acid,=,6.21,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFNA,Perfluorononanoic acid,=,27.9,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFOA,Perfluorooctanoic acid,=,32.8,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFOA,Perfluorooctanoic acid,=,11.2,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,FOSA,Perfluorooctane sulfonamide,=,23.7,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,418,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,2420,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFPA,Perfluoropentanoic acid,=,30.4,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,effluent,PFUnA,Perfluoroundecanoic acid,=,9.38,NG/L,Terminal Island Water Reclamation Plant
7/7/2021,influent,8:2FTS,8:2 Fluorotelomer sulfonic acid,=,14,NG/L,Terminal Island Water Reclamation Plant
10/6/2021,effluent,PFHxA,Perfluorohexanoic acid,=,43,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,5:3FTCA,"2H,2H,3H,3H-Perfluorooctanoic Acid",=,4.4,NG/L,Margaret H. Chandler WWRF
3/29/2021,influent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,16,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,2.7,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,PFBA,Perfluorobutyric acid,=,8.6,NG/L,Margaret H. Chandler WWRF
3/29/2021,influent,PFBA,Perfluorobutyric acid,=,32,NG/L,Margaret H. Chandler WWRF
3/29/2021,influent,PFDS,Perfluorodecanesulfonic acid,=,28,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,PFHxA,Perfluorohexanoic acid,=,44,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,8,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,PFOA,Perfluorooctanoic acid,=,4.8,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,8.5,NG/L,Margaret H. Chandler WWRF
3/29/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,30,NG/L,Margaret H. Chandler WWRF
3/29/2021,influent,PFPA,Perfluoropentanoic acid,=,24,NG/L,Margaret H. Chandler WWRF
3/29/2021,effluent,PFPA,Perfluoropentanoic acid,=,14,NG/L,Margaret H. Chandler WWRF
5/5/2021,effluent,PFBA,Perfluorobutyric acid,=,6.9,NG/L,Margaret H. Chandler WWRF
5/5/2021,effluent,PFHxA,Perfluorohexanoic acid,=,25,NG/L,Margaret H. Chandler WWRF
5/5/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,8.7,NG/L,Margaret H. Chandler WWRF
5/5/2021,influent,PFPA,Perfluoropentanoic acid,=,37,NG/L,Margaret H. Chandler WWRF
5/5/2021,effluent,PFPA,Perfluoropentanoic acid,=,13,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,13,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,PFBA,Perfluorobutyric acid,=,4.3,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,PFHxA,Perfluorohexanoic acid,=,34,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,PFHxS,Perfluorohexanesulfonic acid,=,6.9,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,PFOA,Perfluorooctanoic acid,=,4.7,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,28,NG/L,Margaret H. Chandler WWRF
7/7/2021,effluent,PFPA,Perfluoropentanoic acid,=,14,NG/L,Margaret H. Chandler WWRF
7/7/2021,influent,PFBA,Perfluorobutyric acid,=,31,NG/L,Margaret H. Chandler WWRF
7/7/2021,influent,PFPA,Perfluoropentanoic acid,=,28,NG/L,Margaret H. Chandler WWRF
1/30/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,8.94,NG/L,City of San Clemente WRP
1/30/2021,influent,PFBA,Perfluorobutyric acid,=,5.74,NG/L,City of San Clemente WRP
1/30/2021,influent,PFHxA,Perfluorohexanoic acid,=,14.3,NG/L,City of San Clemente WRP
1/30/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.46,NG/L,City of San Clemente WRP
1/30/2021,influent,PFOA,Perfluorooctanoic acid,=,11.5,NG/L,City of San Clemente WRP
1/30/2021,influent,PFOS,Perfluorooctane sulfonic acid,=,5.43,NG/L,City of San Clemente WRP
1/30/2021,influent,PFPA,Perfluoropentanoic acid,=,7.92,NG/L,City of San Clemente WRP
1/30/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,5.54,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,9.98,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFBA,Perfluorobutyric acid,=,11.1,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFHxA,Perfluorohexanoic acid,=,95.3,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,10.5,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFNA,Perfluorononanoic acid,=,3.98,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFDA,Perfluorodecanoic acid,=,4.27,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFOA,Perfluorooctanoic acid,=,44,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,10.5,NG/L,City of San Clemente WRP
1/30/2021,effluent,PFPA,Perfluoropentanoic acid,=,30.9,NG/L,City of San Clemente WRP
11/9/2020,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,3.41,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFBS,Perfluorobutanesulfonic acid,=,8.42,NG/L,City of San Clemente WRP
11/9/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,19.9,NG/L,City of San Clemente WRP
11/9/2020,influent,PFBS,Perfluorobutanesulfonic acid,=,16.8,NG/L,City of San Clemente WRP
11/9/2020,influent,PFBA,Perfluorobutyric acid,=,10.1,NG/L,City of San Clemente WRP
11/9/2020,influent,PFBA,Perfluorobutyric acid,=,10.4,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFBA,Perfluorobutyric acid,=,7.97,NG/L,City of San Clemente WRP
11/9/2020,influent,PFDS,Perfluorodecanesulfonic acid,=,3.21,NG/L,City of San Clemente WRP
11/9/2020,influent,PFDS,Perfluorodecanesulfonic acid,=,3.47,NG/L,City of San Clemente WRP
11/9/2020,influent,PFHxA,Perfluorohexanoic acid,=,33.6,NG/L,City of San Clemente WRP
11/9/2020,influent,PFHxA,Perfluorohexanoic acid,=,32.8,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFHxA,Perfluorohexanoic acid,=,36,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFHpA,Perfluoroheptanoic acid,=,5.9,NG/L,City of San Clemente WRP
11/9/2020,influent,PFHpA,Perfluoroheptanoic acid,=,8.18,NG/L,City of San Clemente WRP
11/9/2020,influent,PFHpA,Perfluoroheptanoic acid,=,8.25,NG/L,City of San Clemente WRP
11/9/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,3.68,NG/L,City of San Clemente WRP
11/9/2020,influent,PFHxS,Perfluorohexanesulfonic acid,=,2.99,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFNA,Perfluorononanoic acid,=,3.37,NG/L,City of San Clemente WRP
11/9/2020,influent,PFNA,Perfluorononanoic acid,=,3.89,NG/L,City of San Clemente WRP
11/9/2020,influent,PFNA,Perfluorononanoic acid,=,4.2,NG/L,City of San Clemente WRP
11/9/2020,influent,PFDA,Perfluorodecanoic acid,=,6.08,NG/L,City of San Clemente WRP
11/9/2020,influent,PFDA,Perfluorodecanoic acid,=,6.06,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFDA,Perfluorodecanoic acid,=,3.9,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFOA,Perfluorooctanoic acid,=,14,NG/L,City of San Clemente WRP
11/9/2020,influent,PFOA,Perfluorooctanoic acid,=,18.7,NG/L,City of San Clemente WRP
11/9/2020,influent,PFOA,Perfluorooctanoic acid,=,18.8,NG/L,City of San Clemente WRP
11/9/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,5.67,NG/L,City of San Clemente WRP
11/9/2020,influent,PFOS,Perfluorooctane sulfonic acid,=,3.91,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFOS,Perfluorooctane sulfonic acid,=,7.38,NG/L,City of San Clemente WRP
11/9/2020,influent,PFPA,Perfluoropentanoic acid,=,21.5,NG/L,City of San Clemente WRP
11/9/2020,influent,PFPA,Perfluoropentanoic acid,=,20.4,NG/L,City of San Clemente WRP
11/9/2020,effluent,PFPA,Perfluoropentanoic acid,=,22.1,NG/L,City of San Clemente WRP
11/9/2020,influent,PFPES,Perfluoropentane sulfonoic acid,=,8.27,NG/L,City of San Clemente WRP
11/9/2020,influent,PFPES,Perfluoropentane sulfonoic acid,=,6.13,NG/L,City of San Clemente WRP
4/24/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,3.2,NG/L,City of San Clemente WRP
4/24/2021,influent,PFBS,Perfluorobutanesulfonic acid,=,3.21,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,8.22,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFBA,Perfluorobutyric acid,=,7.86,NG/L,City of San Clemente WRP
4/24/2021,influent,PFBA,Perfluorobutyric acid,=,4.4,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFHxA,Perfluorohexanoic acid,=,36.6,NG/L,City of San Clemente WRP
4/24/2021,influent,PFHxA,Perfluorohexanoic acid,=,9.8,NG/L,City of San Clemente WRP
4/24/2021,influent,PFHpA,Perfluoroheptanoic acid,=,2.6,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.38,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFOA,Perfluorooctanoic acid,=,10.6,NG/L,City of San Clemente WRP
4/24/2021,influent,PFOA,Perfluorooctanoic acid,=,6.23,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,4.02,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFPA,Perfluoropentanoic acid,=,9.8,NG/L,City of San Clemente WRP
4/24/2021,influent,PFPA,Perfluoropentanoic acid,=,6.18,NG/L,City of San Clemente WRP
4/24/2021,effluent,6:2FTS,6:2 Fluorotelomer sulfonic acid,=,3.11,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFBS,Perfluorobutanesulfonic acid,=,8.06,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFBA,Perfluorobutyric acid,=,6.35,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFHxA,Perfluorohexanoic acid,=,34.1,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,3.59,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFOA,Perfluorooctanoic acid,=,10.8,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFOS,Perfluorooctane sulfonic acid,=,4.2,NG/L,City of San Clemente WRP
4/24/2021,effluent,PFPA,Perfluoropentanoic acid,=,10.8,NG/L,City of San Clemente WRP
7/22/2021,influent,PFBA,Perfluorobutyric acid,=,4.15,NG/L,City of San Clemente WRP
7/22/2021,effluent,PFBA,Perfluorobutyric acid,=,10,NG/L,City of San Clemente WRP
7/22/2021,influent,PFHxA,Perfluorohexanoic acid,=,13.7,NG/L,City of San Clemente WRP
7/22/2021,effluent,PFHxA,Perfluorohexanoic acid,=,37.1,NG/L,City of San Clemente WRP
7/22/2021,influent,PFHpA,Perfluoroheptanoic acid,=,3.77,NG/L,City of San Clemente WRP
7/22/2021,effluent,PFHpA,Perfluoroheptanoic acid,=,4.48,NG/L,City of San Clemente WRP
7/22/2021,influent,PFDA,Perfluorodecanoic acid,=,2.53,NG/L,City of San Clemente WRP
7/22/2021,effluent,PFDA,Perfluorodecanoic acid,=,2.09,NG/L,City of San Clemente WRP
7/22/2021,influent,PFOA,Perfluorooctanoic acid,=,7.85,NG/L,City of San Clemente WRP
7/22/2021,effluent,PFOA,Perfluorooctanoic acid,=,15.5,NG/L,City of San Clemente WRP
7/22/2021,influent,PFPA,Perfluoropentanoic acid,=,7.15,NG/L,City of San Clemente WRP
7/22/2021,effluent,PFPA,Perfluoropentanoic acid,=,17.2,NG/L,City of San Clemente WRP
11/17/2020,influent,PFHxA,Perfluorohexanoic acid,=,30,NG/L,El Estero Water Resource Center NPDES
11/17/2020,effluent,PFHxA,Perfluorohexanoic acid,=,25,NG/L,El Estero Water Resource Center NPDES
